,Symbol,Owner,Relationship,Date,Cost,Number of Shares,Value,Total Shares,Filing,Type,Current_Price,200_Moving_Average
634,CSTL,MAETZOLD DEREK J,Pres. & Chief Exec. Officer,"Jul 22, 2020",$39.57,5000,197834,1579638,"Jul 23, 2020, 04:02 PM",sell,39.040000915527344,30.906274967193603
635,CSTL,MAETZOLD DEREK J,Pres. & Chief Exec. Officer,"Jul 21, 2020",$41.97,7000,293823,1587718,"Jul 23, 2020, 04:02 PM",sell,39.040000915527344,30.906274967193603
636,EXPI,Sanford Glenn Darrel,CEO and Chairman of the Board,"Jul 21, 2020",$18.49,10000,184897,20790214,"Jul 23, 2020, 04:00 PM",sell,18.59000015258789,10.780999991893768
637,SNX,MURAI KEVIN M,Director,"Jul 21, 2020",$122.04,4600,561399,13080,"Jul 23, 2020, 03:32 PM",sell,121.7300033569336,112.97264965057373
638,AUB,Clarke Michael W,Director,"Jul 23, 2020",$22.53,2000,45060,477519,"Jul 23, 2020, 03:05 PM",sell,23.579999923706055,29.498399991989135
639,AUB,Clarke Michael W,Director,"Jul 22, 2020",$22.50,2000,45000,479519,"Jul 23, 2020, 03:05 PM",sell,23.579999923706055,29.498399991989135
640,AUB,Clarke Michael W,Director,"Jul 21, 2020",$22.50,2000,45000,481519,"Jul 23, 2020, 03:05 PM",sell,23.579999923706055,29.498399991989135
641,WGO,Bhattacharya Ashis Nayan,VP-Strategic Dev. & Planning,"Jul 21, 2020",$63.52,3927,249443,18446,"Jul 23, 2020, 02:31 PM",sell,61.97999954223633,50.19739996910095
642,NEE,Reagan Ronald R,"EVP, Eng., Const. & ISC","Jul 22, 2020",$280.00,178,49840,8714,"Jul 23, 2020, 01:40 PM",sell,280.25,243.4796999359131
643,POWI,Bailey Doug,VP Marketing,"Jul 21, 2020",$125.53,500,62765,59361,"Jul 23, 2020, 12:12 PM",sell,117.88999938964844,100.15049999237061
644,FUL,JENSEN TRACI L,Vice President,"Jul 22, 2020",$44.89,12658,568243,15706,"Jul 23, 2020, 10:41 AM",sell,44.81999969482422,42.71719999313355
645,ALTR,Christ Revocable Trust,10% Owner,"Jul 21, 2020",$39.31,50000,1965600,0,"Jul 23, 2020, 09:41 AM",sell,38.189998626708984,34.40867497444153
646,ALTR,Christ George J,10% Owner,"Jul 21, 2020",$39.31,50000,1965600,0,"Jul 23, 2020, 09:38 AM",sell,38.189998626708984,34.40867497444153
647,AXNX,Sama Rinda,Chief Operating Officer,"Jul 21, 2020",$40.81,14400,587611,189001,"Jul 22, 2020, 09:58 PM",sell,39.130001068115234,30.301499919891356
648,AXNX,Sama Rinda,Chief Operating Officer,"Jul 20, 2020",$39.37,20600,811023,187174,"Jul 22, 2020, 09:58 PM",sell,39.130001068115234,30.301499919891356
649,APLT,Shendelman Shoshana,President and CEO,"Jul 22, 2020",$25.66,15000,384876,557235,"Jul 22, 2020, 09:55 PM",sell,25.299999237060547,33.398150067329404
650,APLT,Shendelman Shoshana,President and CEO,"Jul 21, 2020",$27.06,15000,405834,561685,"Jul 22, 2020, 09:55 PM",sell,25.299999237060547,33.398150067329404
651,APLT,Shendelman Shoshana,President and CEO,"Jul 20, 2020",$27.34,15000,410079,557185,"Jul 22, 2020, 09:55 PM",sell,25.299999237060547,33.398150067329404
652,TSLA,Taneja Vaibhav,Chief Accounting Officer,"Jul 20, 2020",$1558.75,887,1382608,3587,"Jul 22, 2020, 09:50 PM",sell,1417.0,668.7946012115478
653,ADVM,Gasmi Mehdi,Director,"Jul 20, 2020",$17.60,5000,87978,274442,"Jul 22, 2020, 09:44 PM",sell,17.209999084472656,13.458050014972686
654,PINS,Sharp Evan,Co-Founder & Chief Design & Cr,"Jul 20, 2020",$24.99,62500,1561656,0,"Jul 22, 2020, 09:38 PM",sell,24.540000915527344,20.444350066185
655,TENB,"Insight Holdings Group, LLC",10% Owner,"Jul 21, 2020",$31.57,150008,4735558,3414526,"Jul 22, 2020, 08:38 PM",sell,29.959999084472656,25.93414999008179
656,TENB,"Insight Holdings Group, LLC",10% Owner,"Jul 20, 2020",$31.25,62503,1953487,3457969,"Jul 22, 2020, 08:38 PM",sell,29.959999084472656,25.93414999008179
657,TENB,"Insight Holdings Group, LLC",10% Owner,"Jul 22, 2020",$31.35,635705,19930242,3230422,"Jul 22, 2020, 08:38 PM",sell,29.959999084472656,25.93414999008179
658,TENB,"Insight Holdings Group, LLC",10% Owner,"Jul 21, 2020",$31.57,149992,4735053,7264741,"Jul 22, 2020, 08:35 PM",sell,29.959999084472656,25.93414999008179
659,TENB,"Insight Holdings Group, LLC",10% Owner,"Jul 20, 2020",$31.25,62497,1953300,7357169,"Jul 22, 2020, 08:35 PM",sell,29.959999084472656,25.93414999008179
660,TENB,"Insight Holdings Group, LLC",10% Owner,"Jul 22, 2020",$31.35,635640,19928204,6873043,"Jul 22, 2020, 08:35 PM",sell,29.959999084472656,25.93414999008179
661,PFSI,Botein Matthew,Director,"Jul 20, 2020",$44.04,13615,599575,318087,"Jul 22, 2020, 08:28 PM",sell,43.52000045776367,32.9957500076294
662,PFSI,Botein Matthew,Director,"Jul 22, 2020",$44.66,3190,142464,311802,"Jul 22, 2020, 08:28 PM",sell,43.52000045776367,32.9957500076294
663,PFSI,Botein Matthew,Director,"Jul 21, 2020",$44.16,3095,136687,314992,"Jul 22, 2020, 08:28 PM",sell,43.52000045776367,32.9957500076294
664,MTCH,LEVIN JOSEPH,Director,"Jul 20, 2020",$97.40,458660,44671453,787930,"Jul 22, 2020, 08:17 PM",sell,90.36000061035156,77.31499778747559
665,GWPH,Knappertz Volker,Chief Medical Officer,"Jul 20, 2020",$11.42,6000,68520,53940,"Jul 22, 2020, 08:00 PM",sell,126.16999816894531,112.19315021514893
666,ARES,deVeer R. Kipp,Head of Credit Group,"Jul 22, 2020",$41.03,1848,75823,1042050,"Jul 22, 2020, 07:59 PM",sell,39.040000915527344,34.49875002861023
667,ARES,deVeer R. Kipp,Head of Credit Group,"Jul 21, 2020",$41.03,5665,232435,1043898,"Jul 22, 2020, 07:59 PM",sell,39.040000915527344,34.49875002861023
668,ARES,deVeer R. Kipp,Head of Credit Group,"Jul 20, 2020",$41.11,53375,2194246,1049563,"Jul 22, 2020, 07:59 PM",sell,39.040000915527344,34.49875002861023
669,TWTR,Montano Michael,Engineering Lead,"Jul 20, 2020",$35.81,1750,62668,729406,"Jul 22, 2020, 07:56 PM",sell,37.540000915527344,31.824999971389772
670,APPF,Schauser Klaus,Director,"Jul 20, 2020",$152.66,15798,2411721,14498,"Jul 22, 2020, 07:56 PM",sell,137.82000732421875,121.07384998321533
671,IRTC,Vort David A,"EVP, Sales","Jul 20, 2020",$119.76,5264,630416,19981,"Jul 22, 2020, 07:28 PM",sell,120.62999725341797,90.00654964447021
672,SGH,Dow Stephen C.,Senior Vice President,"Jul 20, 2020",$27.79,696,19345,25218,"Jul 22, 2020, 07:22 PM",sell,27.530000686645508,28.57804998397827
673,TIG,O'Brien Andrew,President and CEO,"Jul 22, 2020",$13.95,160282,2235934,4100558,"Jul 22, 2020, 07:15 PM",sell,16.020000457763672,16.400000163487025
674,TIG,O'Brien Andrew,President and CEO,"Jul 20, 2020",$13.95,470425,6562429,4260840,"Jul 22, 2020, 07:15 PM",sell,16.020000457763672,16.400000163487025
675,TIG,"Altaris Partners, LLC",Director,"Jul 20, 2020",$13.95,1580282,22044934,23854902,"Jul 22, 2020, 07:14 PM",sell,16.020000457763672,16.400000163487025
676,TIG,"Altaris Partners, LLC",Director,"Jul 22, 2020",$13.95,1046860,14603697,23003209,"Jul 22, 2020, 07:14 PM",sell,16.020000457763672,16.400000163487025
677,TIG,Tully Daniel,Director,"Jul 22, 2020",$13.95,1046860,14603697,23003209,"Jul 22, 2020, 07:13 PM",sell,16.020000457763672,16.400000163487025
678,TIG,Tully Daniel,Director,"Jul 20, 2020",$13.95,1580282,22044934,23854902,"Jul 22, 2020, 07:13 PM",sell,16.020000457763672,16.400000163487025
679,QTRX,Madaus Martin D,Director,"Jul 21, 2020",$31.45,1600,50320,11196,"Jul 22, 2020, 07:13 PM",sell,27.149999618530273,24.110424981117248
680,QTRX,Madaus Martin D,Director,"Jul 20, 2020",$31.05,1600,49680,11196,"Jul 22, 2020, 07:13 PM",sell,27.149999618530273,24.110424981117248
681,NFLX,HASTINGS REED,CEO,"Jul 21, 2020",$494.83,43239,21396065,41839,"Jul 22, 2020, 07:03 PM",sell,480.45001220703125,373.21179977416995
682,EXEL,Haley Patrick J.,"EVP, Commercial","Jul 20, 2020",$25.36,3151,79909,112189,"Jul 22, 2020, 07:01 PM",sell,24.59000015258789,19.935350041389466
683,CRM,Benioff Marc,Chair of the Board & CEO,"Jul 22, 2020",$190.40,15000,2856030,29985400,"Jul 22, 2020, 07:01 PM",sell,188.49000549316406,168.34120002746582
684,ZM,Pelosi Janine,Chief Marketing Officer,"Jul 20, 2020",$252.53,9375,2367436,10156,"Jul 22, 2020, 06:55 PM",sell,246.55999755859375,129.10129976272583
685,PGR,Sieger Michael D,Claims President,"Jul 21, 2020",$88.05,2868,252527,60433,"Jul 22, 2020, 06:55 PM",sell,87.86000061035156,76.39180004119874
686,PGR,Murphy John Jo,CRM President,"Jul 21, 2020",$88.05,12417,1093317,22369,"Jul 22, 2020, 06:49 PM",sell,87.86000061035156,76.39180004119874
687,PGR,Charney M Jeffrey,Chief Marketing Officer,"Jul 21, 2020",$88.05,21252,1871239,79211,"Jul 22, 2020, 06:45 PM",sell,87.86000061035156,76.39180004119874
688,CABO,Bowker Michael E.,Chief Operating Officer,"Jul 20, 2020",$1802.00,327,589254,2357,"Jul 22, 2020, 06:43 PM",sell,1797.5400390625,1626.0954040527345
689,DBX,Regan Timothy,Chief Accounting Officer,"Jul 20, 2020",$21.70,2000,43400,140046,"Jul 22, 2020, 06:40 PM",sell,21.350000381469727,19.58292501926422
690,TRUP,Friedman Gavin,Chief People Officer,"Jul 20, 2020",$49.52,300,14856,2011,"Jul 22, 2020, 06:38 PM",sell,52.70000076293945,32.64979999542236
691,NTGR,Cormack Heidi,"SVP, Marketing","Jul 21, 2020",$29.51,1340,39543,42035,"Jul 22, 2020, 06:37 PM",sell,30.56999969482422,24.636749982833862
692,PHR,CAHILL EDWARD L,Director,"Jul 21, 2020",$29.02,9080,263520,46467,"Jul 22, 2020, 06:35 PM",sell,27.0,27.257049980163575
693,NTGR,WAECHTER THOMAS H,Director,"Jul 21, 2020",$30.00,2133,63990,31820,"Jul 22, 2020, 06:34 PM",sell,30.56999969482422,24.636749982833862
694,NTGR,FALCON MICHAEL F,Chief Operations Officer,"Jul 21, 2020",$30.00,8278,248340,66553,"Jul 22, 2020, 06:31 PM",sell,30.56999969482422,24.636749982833862
695,CODA,Ezralow Bryan,Former 10% owner,"Jul 20, 2020",$6.21,12000,74496,896079,"Jul 22, 2020, 06:30 PM",sell,5.730000019073486,6.387000012397766
696,AMPH,Liawatidewi Yakob,EVP Corp Admin Center,"Jul 20, 2020",$21.03,4186,88047,45996,"Jul 22, 2020, 06:28 PM",sell,19.979999542236328,18.492100048065186
697,AMPH,Liawatidewi Yakob,EVP Corp Admin Center,"Jul 21, 2020",$21.22,5978,126837,45996,"Jul 22, 2020, 06:28 PM",sell,19.979999542236328,18.492100048065186
698,TWLO,Lawson Jeff,Chief Executive Officer,"Jul 20, 2020",$255.80,35000,8953017,84914,"Jul 22, 2020, 06:28 PM",sell,248.2899932861328,134.39490001678467
699,BGNE,OYLER JOHN,Chief Executive Officer,"Jul 22, 2020",$238.34,27748,6613503,21612,"Jul 22, 2020, 06:22 PM",sell,224.44000244140625,168.03717430114747
700,Z AND ZG,Wacksman Jeremy,"President, Zillow","Jul 20, 2020",$65.81,43700,2875778,27407,"Jul 22, 2020, 06:17 PM",sell,n/a,n/a
701,Z AND ZG,Prawer Arik,"President, Homes","Jul 20, 2020",$65.00,3515,228475,139227,"Jul 22, 2020, 06:17 PM",sell,n/a,n/a
702,Z AND ZG,Frink Lloyd D,Chairman & President,"Jul 20, 2020",$65.24,1500,97858,875555,"Jul 22, 2020, 06:16 PM",sell,n/a,n/a
703,Z AND ZG,Frink Lloyd D,Chairman & President,"Jul 20, 2020",$65.24,6000,391432,3023567,"Jul 22, 2020, 06:16 PM",sell,n/a,n/a
704,Z AND ZG,BARTON RICHARD N,Chief Executive Officer,"Jul 20, 2020",$65.73,500000,32863854,5397713,"Jul 22, 2020, 06:16 PM",sell,n/a,n/a
705,Z AND ZG,BARTON RICHARD N,Chief Executive Officer,"Jul 22, 2020",$67.68,70930,4800634,4852340,"Jul 22, 2020, 06:16 PM",sell,n/a,n/a
706,Z AND ZG,BARTON RICHARD N,Chief Executive Officer,"Jul 21, 2020",$67.70,29070,1967998,4923270,"Jul 22, 2020, 06:16 PM",sell,n/a,n/a
707,VCYT,Hanna John Walter JR,Chief Commercial Officer,"Jul 20, 2020",$32.05,11294,361993,74524,"Jul 22, 2020, 06:16 PM",sell,30.329999923706055,25.7691499710083
708,VCYT,Hanna John Walter JR,Chief Commercial Officer,"Jul 21, 2020",$32.36,653,21131,74524,"Jul 22, 2020, 06:16 PM",sell,30.329999923706055,25.7691499710083
709,PIRS,"Aquilo Capital Management, LLC",10% Owner,"Jul 21, 2020",$2.95,1900000,5605000,3675530,"Jul 22, 2020, 06:15 PM",sell,2.9200000762939453,3.178099995851517
710,BGNE,OYLER JOHN,Chief Executive Officer,"Jul 21, 2020",$251.83,26413,6651696,22003,"Jul 22, 2020, 06:14 PM",sell,224.44000244140625,168.03717430114747
711,BGNE,OYLER JOHN,Chief Executive Officer,"Jul 20, 2020",$251.85,28762,7243784,28062,"Jul 22, 2020, 06:14 PM",sell,224.44000244140625,168.03717430114747
712,AMGN,SUGAR RONALD D,Director,"Jul 22, 2020",$259.79,1000,259790,15589,"Jul 22, 2020, 06:11 PM",sell,247.97999572753906,225.905849609375
713,VCYT,Anderson Bonnie H,Chairman and CEO,"Jul 22, 2020",$32.00,100,3200,272207,"Jul 22, 2020, 06:09 PM",sell,30.329999923706055,25.7691499710083
714,VCYT,Anderson Bonnie H,Chairman and CEO,"Jul 21, 2020",$32.09,3447,110614,272207,"Jul 22, 2020, 06:09 PM",sell,30.329999923706055,25.7691499710083
715,VCYT,Anderson Bonnie H,Chairman and CEO,"Jul 20, 2020",$32.04,20349,651911,272207,"Jul 22, 2020, 06:09 PM",sell,30.329999923706055,25.7691499710083
716,VCYT,Anderson Bonnie H,Chairman and CEO,"Jul 20, 2020",$32.04,20349,651911,272207,"Jul 22, 2020, 06:09 PM",sell,30.329999923706055,25.7691499710083
717,VCYT,Anderson Bonnie H,Chairman and CEO,"Jul 22, 2020",$32.00,100,3200,272207,"Jul 22, 2020, 06:09 PM",sell,30.329999923706055,25.7691499710083
718,VCYT,Anderson Bonnie H,Chairman and CEO,"Jul 21, 2020",$32.09,3447,110614,272207,"Jul 22, 2020, 06:09 PM",sell,30.329999923706055,25.7691499710083
719,MDLA,Stretch Leslie,President & CEO,"Jul 20, 2020",$29.18,30482,889419,1653471,"Jul 22, 2020, 06:07 PM",sell,29.75,26.917049922943114
720,MDLA,Oulman Roxanne,CFO and EVP,"Jul 21, 2020",$29.59,88368,2614924,452530,"Jul 22, 2020, 06:06 PM",sell,29.75,26.917049922943114
721,ON,KEETON SIMON,"EVP & GM, Pwr Sol Grp","Jul 20, 2020",$21.29,620,13200,134333,"Jul 22, 2020, 06:01 PM",sell,20.469999313354492,19.159649953842163
722,RMNI,Maddock Kevin,"EVP, Global Sales - Recurring","Jul 22, 2020",$5.28,2744,14488,90840,"Jul 22, 2020, 05:49 PM",sell,5.519999980926514,4.309025013446808
723,RMNI,Maddock Kevin,"EVP, Global Sales - Recurring","Jul 21, 2020",$5.29,31301,165676,93584,"Jul 22, 2020, 05:49 PM",sell,5.519999980926514,4.309025013446808
724,RMNI,Maddock Kevin,"EVP, Global Sales - Recurring","Jul 20, 2020",$5.23,15735,82230,124885,"Jul 22, 2020, 05:49 PM",sell,5.519999980926514,4.309025013446808
725,TWST,Leproust Emily M.,President & CEO,"Jul 21, 2020",$59.33,15000,889967,703055,"Jul 22, 2020, 05:48 PM",sell,54.63999938964844,30.971999959945677
726,ALTA,"Fairclough, Jr. Fred W.",Director,"Jul 22, 2020",$20.40,3750,76489,176676,"Jul 22, 2020, 05:47 PM",sell,20.549999237060547,24.87062507867813
727,CARG,Steinert Langley,CEO and Chairman,"Jul 20, 2020",$24.77,1347,33368,171313,"Jul 22, 2020, 05:42 PM",sell,25.18000030517578,28.784199991226195
728,CARG,Steinert Langley,CEO and Chairman,"Jul 20, 2020",$24.77,16377,405696,805876,"Jul 22, 2020, 05:42 PM",sell,25.18000030517578,28.784199991226195
729,CARG,Steinert Langley,CEO and Chairman,"Jul 21, 2020",$24.49,1023,25053,169779,"Jul 22, 2020, 05:42 PM",sell,25.18000030517578,28.784199991226195
730,CARG,Steinert Langley,CEO and Chairman,"Jul 21, 2020",$24.49,12443,304729,787213,"Jul 22, 2020, 05:42 PM",sell,25.18000030517578,28.784199991226195
731,MGTX,SHENK THOMAS E,Director,"Jul 20, 2020",$15.00,6667,100005,157476,"Jul 22, 2020, 05:39 PM",sell,13.4399995803833,15.72630000114441
732,KWR,BARRY MICHAEL F,"Chairman, CEO and President","Jul 20, 2020",$198.72,13544,2691501,134913,"Jul 22, 2020, 05:38 PM",sell,202.75999450683594,161.17799976348877
733,HCAC,"GLAZER CAPITAL, LLC",10% Owner,"Jul 22, 2020",$11.13,28855,321241,3138331,"Jul 22, 2020, 05:37 PM",sell,11.649999618530273,10.247580003738403
734,HCAC,"GLAZER CAPITAL, LLC",10% Owner,"Jul 21, 2020",$11.13,5577,62095,3144308,"Jul 22, 2020, 05:37 PM",sell,11.649999618530273,10.247580003738403
735,HCAC,"GLAZER CAPITAL, LLC",10% Owner,"Jul 20, 2020",$11.05,100000,1105000,3144408,"Jul 22, 2020, 05:37 PM",sell,11.649999618530273,10.247580003738403
736,MGTX,Naylor Stuart,Chief Development Officer,"Jul 21, 2020",$15.04,7698,115778,463963,"Jul 22, 2020, 05:37 PM",sell,13.4399995803833,15.72630000114441
737,MGTX,Naylor Stuart,Chief Development Officer,"Jul 20, 2020",$15.00,2356,35340,471661,"Jul 22, 2020, 05:37 PM",sell,13.4399995803833,15.72630000114441
738,HZNP,GREY MICHAEL G,Director,"Jul 22, 2020",$60.00,1755,105300,0,"Jul 22, 2020, 05:33 PM",sell,58.470001220703125,37.894600009918214
739,BMRN,FUCHS HENRY J,"President, Worldwide R&D","Jul 20, 2020",$130.00,126389,16430570,102995,"Jul 22, 2020, 05:32 PM",sell,122.94999694824219,91.03245002746581
740,PRTH,Kiewiet Sean,Chief Technology Officer,"Jul 20, 2020",$2.68,10000,26760,2231587,"Jul 22, 2020, 05:26 PM",sell,2.299999952316284,2.5380749988555906
741,LVGO,SHAPIRO LEE,Chief Financial Officer,"Jul 21, 2020",$113.83,48565,5528154,1899919,"Jul 22, 2020, 05:23 PM",sell,109.12999725341797,40.132324867248535
742,BLUE,WENTWORTH KORY JAMES,Principal Accounting Officer,"Jul 20, 2020",$66.38,596,39562,9594,"Jul 22, 2020, 05:22 PM",sell,64.23999786376953,71.33820007324219
743,IPGP,Burgomaster Thomas J,Chief Accounting Officer,"Jul 21, 2020",$181.82,1690,307268,6890,"Jul 22, 2020, 05:18 PM",sell,175.2899932861328,140.36985023498536
744,IPGP,Burgomaster Thomas J,Chief Accounting Officer,"Jul 20, 2020",$180.01,741,133387,6200,"Jul 22, 2020, 05:18 PM",sell,175.2899932861328,140.36985023498536
745,SMP,SILLS PETER J,Director Emeritus,"Jul 21, 2020",$40.76,6586,268445,759954,"Jul 22, 2020, 05:18 PM",sell,38.84000015258789,45.6979500579834
746,INFO,Granat Sari Beth,"EVP, Chief Admin Officer & GC","Jul 21, 2020",$80.00,60000,4800000,49898,"Jul 22, 2020, 05:17 PM",sell,79.5199966430664,71.12084970474243
747,IPGP,Lopresti Angelo P,"SVP, Secretary & Gen Counsel","Jul 21, 2020",$182.15,4499,819498,48851,"Jul 22, 2020, 05:16 PM",sell,175.2899932861328,140.36985023498536
748,IPGP,Lopresti Angelo P,"SVP, Secretary & Gen Counsel","Jul 20, 2020",$180.01,2824,508348,41875,"Jul 22, 2020, 05:16 PM",sell,175.2899932861328,140.36985023498536
749,WORK,Henderson Cal,Chief Technology Officer,"Jul 20, 2020",$33.02,1500,49528,144396,"Jul 22, 2020, 05:14 PM",sell,29.719999313354492,26.052349977493286
750,WORK,Henderson Cal,Chief Technology Officer,"Jul 21, 2020",$33.03,1500,49544,142795,"Jul 22, 2020, 05:14 PM",sell,29.719999313354492,26.052349977493286
751,BILL,Chung Bora,SVP of Products,"Jul 20, 2020",$88.00,4500,396000,0,"Jul 22, 2020, 05:12 PM",sell,82.31999969482422,57.72864522626323
752,DDOG,OBSTLER DAVID M,Chief Financial Officer,"Jul 20, 2020",$91.65,205000,18787647,515994,"Jul 22, 2020, 05:12 PM",sell,84.83999633789062,50.078725032806396
753,MA,Mastercard Foundation,10% Owner,"Jun 29, 2020",$289.57,68670,19884751,110757854,"Jul 22, 2020, 05:07 PM",sell,306.9200134277344,288.84845092773435
754,OKTA,Kerrest Jacques Frederic,See Remarks,"Jul 20, 2020",$212.25,2755,584737,10047,"Jul 22, 2020, 05:06 PM",sell,205.63999938964844,143.315950050354
755,OKTA,Kerrest Jacques Frederic,See Remarks,"Jul 20, 2020",$210.38,400720,84303983,360717,"Jul 22, 2020, 05:06 PM",sell,205.63999938964844,143.315950050354
756,MA,Mastercard Foundation,10% Owner,"Jul 22, 2020",$311.87,68661,21413348,109727813,"Jul 22, 2020, 05:05 PM",sell,306.9200134277344,288.84845092773435
757,OKTA,HOROWITZ BENJAMIN A,Director,"Jul 20, 2020",$207.05,37882,7843612,979573,"Jul 22, 2020, 05:04 PM",sell,205.63999938964844,143.315950050354
758,KSU,Songer Jeffrey M,EVP & COO,"Jul 21, 2020",$157.50,4492,707503,31399,"Jul 22, 2020, 05:02 PM",sell,154.6999969482422,147.5878998565674
759,NET,SEIFERT THOMAS J,Chief Financial Officer,"Jul 21, 2020",$38.33,15000,575010,100,"Jul 22, 2020, 05:00 PM",sell,35.720001220703125,22.946700077056885
760,SO,Kuczynski Stephen E,"Pres. & CEO, Southern Nuclear","Jul 21, 2020",$55.00,2500,137500,76996,"Jul 22, 2020, 04:59 PM",sell,54.849998474121094,59.695300006866454
761,MIME,Murray Neil,Director,"Jul 20, 2020",$42.60,35000,1491137,1247265,"Jul 22, 2020, 04:56 PM",sell,43.060001373291016,41.564400072097776
762,PLAN,CALDERONI FRANK,Chairman and CEO,"Jul 21, 2020",$45.87,50630,2322398,1525571,"Jul 22, 2020, 04:52 PM",sell,43.97999954223633,47.07375009536743
763,SLAB,Tolany Brandon,SR VP of Worldwide Sales,"Jul 21, 2020",$105.13,16170,1699952,38606,"Jul 22, 2020, 04:52 PM",sell,102.25,100.754100151062
764,ILMN,TOUSI SUSAN H,SVP Product Development,"Jul 20, 2020",$400.00,500,200000,46354,"Jul 22, 2020, 04:49 PM",sell,382.25,316.35580085754395
765,KOD,EHRLICH JASON,See Remarks,"Jul 20, 2020",$50.44,6950,350526,39460,"Jul 22, 2020, 04:47 PM",sell,45.04999923706055,51.76909976959229
766,BGNE,Wang Xiaodong,Director,"Jul 20, 2020",$251.31,12000,3015740,11500,"Jul 22, 2020, 04:47 PM",sell,224.44000244140625,168.03717430114747
767,BGNE,Wang Xiaodong,Director,"Jul 20, 2020",$251.98,5000,1259896,4700,"Jul 22, 2020, 04:47 PM",sell,224.44000244140625,168.03717430114747
768,ILMN,FLATLEY JAY T,Director,"Jul 21, 2020",$399.00,4000,1596000,226933,"Jul 22, 2020, 04:46 PM",sell,382.25,316.35580085754395
769,STMP,Buerba Sebastian,Chief Marketing Officer,"Jul 20, 2020",$240.00,544,130560,0,"Jul 22, 2020, 04:46 PM",sell,215.99000549316406,128.74034999847413
770,STMP,Buerba Sebastian,Chief Marketing Officer,"Jul 06, 2020",$201.45,4318,869851,4785,"Jul 22, 2020, 04:46 PM",sell,215.99000549316406,128.74034999847413
771,STMP,Buerba Sebastian,Chief Marketing Officer,"Jul 02, 2020",$197.95,23451,4642241,19715,"Jul 22, 2020, 04:46 PM",sell,215.99000549316406,128.74034999847413
772,STMP,Buerba Sebastian,Chief Marketing Officer,"Jul 01, 2020",$196.35,46644,9158615,4137,"Jul 22, 2020, 04:46 PM",sell,215.99000549316406,128.74034999847413
773,DELL,Rothberg Richard J,General Counsel & Secretary,"Jul 20, 2020",$61.07,63653,3887398,136074,"Jul 22, 2020, 04:45 PM",sell,60.79999923706055,47.77784993171692
774,PD,Solomon Dan Alexandru,CTO & Co-Founder,"Jul 20, 2020",$27.02,21951,593092,3593848,"Jul 22, 2020, 04:42 PM",sell,27.049999237060547,23.58309998035431
775,TENB,Yoran Amit,"President, CEO and Chairman","Jul 20, 2020",$30.24,6421,194171,1294471,"Jul 22, 2020, 04:35 PM",sell,29.959999084472656,25.93414999008179
776,QTWO,Breeden John E,"EVP, Operations","Jul 20, 2020",$93.00,7614,708102,64580,"Jul 22, 2020, 04:33 PM",sell,92.37000274658203,78.32445030212402
777,QTWO,Seale R. H.,Director,"Jul 21, 2020",$95.00,1480,140600,3955,"Jul 22, 2020, 04:33 PM",sell,92.37000274658203,78.32445030212402
778,QTWO,Seale R. H.,Director,"Jul 21, 2020",$95.00,1481,140695,3953,"Jul 22, 2020, 04:33 PM",sell,92.37000274658203,78.32445030212402
779,YEXT,Distelburger Brian,President,"Jul 21, 2020",$16.81,10000,168140,3535320,"Jul 22, 2020, 04:31 PM",sell,16.15999984741211,14.804000039100647
780,HMTV,Hindery Leo J. Jr.,Director,"Jul 21, 2020",$9.84,4989,49092,36344,"Jul 22, 2020, 04:31 PM",sell,9.25,11.332749996185303
781,HMTV,Hindery Leo J. Jr.,Director,"Jul 20, 2020",$9.65,5011,48356,41333,"Jul 22, 2020, 04:31 PM",sell,9.25,11.332749996185303
782,REGN,Fenimore Christopher R.,VP Controller,"Jul 21, 2020",$642.04,3709,2381317,20994,"Jul 22, 2020, 04:31 PM",sell,608.9400024414062,459.62330047607423
783,PGNY,"TPG Group Holdings (SBS) Advisors, Inc.",10% Owner,"Jul 21, 2020",$26.21,54738,1434426,18910815,"Jul 22, 2020, 04:31 PM",sell,26.84000015258789,24.984148842223146
784,PGNY,"TPG Group Holdings (SBS) Advisors, Inc.",10% Owner,"Jul 20, 2020",$26.11,62882,1641994,18937236,"Jul 22, 2020, 04:31 PM",sell,26.84000015258789,24.984148842223146
785,ORLY,WILBANKS CARL DAVID,SVP OF MERCHANDISE,"Jul 21, 2020",$445.82,10000,4458249,807,"Jul 22, 2020, 04:31 PM",sell,442.3399963378906,404.5904513549805
786,REGN,Landry Robert E,EVP Finance CFO,"Jul 21, 2020",$647.58,391,253204,24672,"Jul 22, 2020, 04:30 PM",sell,608.9400024414062,459.62330047607423
787,BLK,FINK LAURENCE,Chairman and CEO,"Jul 21, 2020",$580.29,41706,24201455,787171,"Jul 22, 2020, 04:30 PM",sell,570.6199951171875,498.8849510192871
788,AAXN,Cullivan Julie A,Director,"Jul 21, 2020",$93.13,840,78228,8421,"Jul 22, 2020, 04:30 PM",sell,85.62000274658203,75.25249990463257
789,TRHC,Knowlton Orsula V,President,"Jul 20, 2020",$58.51,8000,468042,732162,"Jul 22, 2020, 04:29 PM",sell,55.97999954223633,53.02612491607666
790,VREX,Yankton Kevin Bruce,Chief Accounting Officer,"Jul 20, 2020",$16.34,1629,26618,0,"Jul 22, 2020, 04:27 PM",sell,16.149999618530273,24.388274955749512
