Symbol,Company Name,Market Capitalization,Sector,Industry,Dividend Yield,Beta
AHT,"Ashford Hospitality Trust, Inc.",$46.2M,Real Estate,Equity Real Estate Investment Trusts (REITs),--,1.7
AHT-D,Ashford Hospitality Trust Inc,--,Real Estate,Equity Real Estate Investment Trusts (REITs),26.81%,--
AHT-F,Ashford Hospitality Trust Inc,--,Real Estate,Equity Real Estate Investment Trusts (REITs),23.10%,--
AHT-G,Ashford Hospitality Trust Inc,--,Real Estate,Equity Real Estate Investment Trusts (REITs),23.46%,--
AHT-H,Ashford Hospitality Trust Inc,--,Real Estate,Equity Real Estate Investment Trusts (REITs),23.89%,--
AHT-I,Ashford Hospitality Trust Inc,--,Real Estate,Equity Real Estate Investment Trusts (REITs),24.51%,--
AI,Arlington Asset Investment Corp,$111.6M,Financials,Mortgage Real Estate Investment Trusts (REITs),--,1.8
AI-B,Arlington Asset Investment Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),9.62%,--
AI-C,Arlington Asset Investment Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),10.69%,--
AIAGF,AURUBIS AG SHS,$1.8B,,,--,1.1
AIBEF,AIR BERLIN PLC LONDON SHS,$467.2K,,,--,0.8
AIDA,"AIDA Pharmaceuticals, Inc.",$2.4M,Health Care,Pharmaceuticals,--,-2.4
AIDG,AIS Holdings Group Inc,--,,,--,--
AIERF,ASIAN MINERAL RESOURCES LTD,$4.2M,Materials,Metals & Mining,--,2.1
AIFM,Aifarm Ltd,$83.9K,Industrials,Machinery,--,--
AIFS,Agent Information Software Inc,$10.8M,,,1.22%,0.9
AIG,American International Group Inc,$27.4B,Financials,Insurance,3.98%,1.4
AIGI,Axia International Group Inc,$35.8K,,,--,--
AIH,Aesthetic Medical International HldngsGL,$119.2M,Health Care,Health Care Providers & Services,--,--
AIHLF,ADCOCK INGRAM HOLDINGS LIMITED SHS,$10.2B,,,--,0.5
AIHS,Senmiao Technology Ltd,$25.6M,Financials,Consumer Finance,--,--
AIKI,Aikido Pharma Inc,$43.3M,Industrials,Professional Services,--,1.4
AIKO,Alternative Investment Corp,$604.8K,,,--,-4.1
AILLP,Ameren Illinois Co,$13.7M,,,4.20%,0.1
AILQF,AIRIQ INC,$5.7M,Information Technology,Software,--,1.3
AIM,AIM ImmunoTech Inc,$99.8M,Health Care,Biotechnology,--,-0.8
AIMC,Altra Industrial Motion Corp,$2.2B,Industrials,Machinery,0.49%,2.5
AIMT,Aimmune Therapeutics Inc,$967.0M,Health Care,Biotechnology,--,0.9
AIN,Albany International Corp.,$1.7B,Industrials,Machinery,1.44%,1.5
AINC,Ashford Inc,$19.0M,Financials,Capital Markets,--,2.2
AINV,Apollo Investment Corp.,$635.0M,Financials,Capital Markets,18.63%,1.8
AIOAF,Sarossa PLC,$6.9B,,,--,--
AIOM,Axiom Holdings Inc,$34.0K,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
AIOSF,ATRESMEDIA CORPORACION SHS,$630.2M,,,7.96%,1
AIQUF,AIR LIQUIDE ORD,$77.8B,,,1.83%,0.8
AIR,AAR Corp.,$677.4M,Industrials,Aerospace & Defense,1.58%,1.6
AIRG,Airgain Inc,$127.4M,Information Technology,"Electronic Equipment, Instruments & Components",--,1.5
AIRI,Air Industries Group,$37.3M,Industrials,Aerospace & Defense,--,1.3
AIRO,Airspan Networks Inc,$2.1M,Information Technology,Communications Equipment,--,0.9
AIRRF,AURION RESOURCES LTD,$75.6M,Materials,Metals & Mining,--,1.7
AIRT,"Air T, Inc.",$32.5M,Industrials,Air Freight & Logistics,--,1.3
AIRTP,Air T Funding,--,Industrials,Air Freight & Logistics,9.26%,--
AIT,Applied Industrial Technologies Inc,$2.5B,Industrials,Trading Companies & Distributors,1.99%,1.4
AITA,Wunong Asia Pacific Co Ltd,$3.3M,,,--,--
AITVF,ASIAN TELEVISION NETWRK INTL,$2.3M,Communication Services,Media,--,0.7
AIV,Apartment Investment and Management Co,$5.4B,Real Estate,Equity Real Estate Investment Trusts (REITs),4.46%,0.8
AIVN,"American International Ventures, Inc.",$4.9M,Materials,Metals & Mining,--,2.8
AIXN,AiXin Life International Inc,$200.0M,Consumer Discretionary,Distributors,--,2.8
AIXXF,AIXTRON SE,$1.5B,Information Technology,Semiconductors & Semiconductor Equipment,--,0.9
AIZ,"Assurant, Inc.",$6.4B,Financials,Insurance,2.38%,0.5
AIZP,Assurant Inc,--,Financials,Insurance,6.12%,--
AJG,Arthur J Gallagher & Co,$19.7B,Financials,Insurance,1.72%,0.8
AJIA,Ajia Innogroup Holdings Ltd,$55.6M,,,--,--
AJINF,AJINOMOTO INC SHS,$9.1B,,,--,0.3
AJLGF,AJ LUCAS GROUP LIMITED SHS,$47.9M,,,--,1
AJMPF,ASHMORE GROUP PLC SHS,$3.7B,,,4.17%,1.6
AJRD,Aerojet Rocketdyne Holdings Inc,$3.0B,Industrials,Aerospace & Defense,--,0.4
AJX,Great Ajax Corp,$203.8M,Financials,Mortgage Real Estate Investment Trusts (REITs),7.47%,1.6
AKAAF,AKER ASA SHS A,$2.7B,,,3.61%,2.2
AKAM,"Akamai Technologies, Inc.",$18.3B,Information Technology,IT Services,--,0.3
AKAOQ,Achaogen Inc,$779.3K,Health Care,Biotechnology,--,-0.7
AKAVF,ENVIROTEK REMEDIATION INC,$3.6K,Industrials,Commercial Services & Supplies,--,--
AKBA,Akebia Therapeutics Inc,$1.7B,Health Care,Biotechnology,--,1.4
AKBIF,AKEBONO BRAKE IND CO LTD ORD,$288.3M,,,--,1.5
AKBLF,ALK ABELLO A S SHS B,$2.6B,,,--,0.7
AKCA,Akcea Therapeutics Inc,$1.3B,Health Care,Biotechnology,--,--
AKER,Akers Biosciences Inc,$25.3M,Health Care,Health Care Equipment & Supplies,--,0.7
AKO.A,EMBOTELLADORA ANDINA SA,$982.1M,Consumer Staples,Beverages,5.80%,0.4
AKO.B,Embotelladora Andina SA (ADR),$1.1B,Consumer Staples,Beverages,5.47%,0.4
AKOM,Aerkomm Inc,$133.7M,Communication Services,Wireless Telecommunication Services,--,--
AKR,Acadia Realty Trust,$1.0B,Real Estate,Equity Real Estate Investment Trusts (REITs),9.54%,1.1
AKRO,Akero Therapeutics Inc,$1.2B,Health Care,Biotechnology,--,--
AKRRF,PHILLY SHIPYARD ASA SHS,$94.9M,,,--,0.7
AKRXQ,"Akorn, Inc.",$28.6M,Health Care,Pharmaceuticals,--,1.1
AKSY,Aksys Ltd,$13.0K,,,--,--
AKTAF,AKITA DRILLING LTD  -CL A,$11.0M,Energy,Energy Equipment & Services,--,1
AKTS,Akoustis Technologies Inc,$294.7M,Information Technology,"Electronic Equipment, Instruments & Components",--,1.7
AKTX,Akari Therapeutics PLC (ADR),$58.3M,Health Care,Pharmaceuticals,--,-0.8
AKUS,Akouos Inc,$650.9M,,,--,--
AKVA,Arkanova Energy Corporation,$.0K,Energy,"Oil, Gas & Consumable Fuels",--,2.3
AKZOY,Akzo Nobel NV  (ADR),$18.2B,Materials,Chemicals,2.13%,1.1
AL,Air Lease Corp,$3.1B,Industrials,Trading Companies & Distributors,2.20%,2
AL-A,Air Lease Corp,--,Industrials,Trading Companies & Distributors,7.68%,--
ALAN,"Alanco Technologies, Inc.",$59.8K,Utilities,Water Utilities,--,1.9
ALARF,ALARIS ROYALTY CORP,$310.2M,Financials,Capital Markets,9.74%,2
ALB,Albemarle Corporation,$9.3B,Materials,Chemicals,1.76%,1.5
ALBKF,ALPHA BK A E SHS NEW,$1.0B,,,--,1.9
ALBKY,Alpha Bank SA (ADR),$1.2B,,,--,1.2
ALBO,Albireo Pharma Inc,$393.2M,Health Care,Biotechnology,--,1.8
ALBY,"Community Capital Bancshares, Inc.",$11.3M,Financials,Banks,--,0.3
ALCO,"Alico, Inc.",$235.4M,Consumer Staples,Food Products,1.12%,0.7
ALDA,Atlantica Inc,$1.7M,,,--,--
ALDS,APPlife Digital Solutions Inc,$24.1M,,,--,--
ALDX,Aldeyra Therapeutics Inc,$190.5M,Health Care,Biotechnology,--,2.3
ALE,ALLETE Inc,$3.1B,Utilities,Electric Utilities,4.11%,0.4
ALEC,Alector Inc,$1.8B,Health Care,Biotechnology,--,--
ALEX,Alexander & Baldwin Inc,$887.9M,Real Estate,Equity Real Estate Investment Trusts (REITs),6.16%,1.4
ALFVF,ALFA-LAVAL AB SHS,$9.2B,,,2.42%,1.2
ALG,"Alamo Group, Inc.",$1.2B,Industrials,Machinery,0.51%,0.9
ALGN,"Align Technology, Inc.",$23.5B,Health Care,Health Care Equipment & Supplies,--,2
ALGT,Allegiant Travel Company,$1.9B,Industrials,Airlines,--,1.4
ALID,Allied Corp,$127.3M,,,--,--
ALIF,"Artificial Life, Inc.",$2.8M,Information Technology,Software,--,2.1
ALIM,Alimera Sciences Inc,$30.0M,Health Care,Pharmaceuticals,--,2.2
ALIN-A,Altera Infrastructure LP,--,Energy,"Oil, Gas & Consumable Fuels",11.85%,--
ALIN-B,Altera Infrastructure LP,--,Energy,"Oil, Gas & Consumable Fuels",13.08%,--
ALIN-E,Altera Infrastructure LP,--,Energy,"Oil, Gas & Consumable Fuels",13.82%,--
ALITF,ALLIANCE TRUST PLC ORD,$3.0B,,,1.95%,1.1
ALJJ,"ALJ Regional Holdings, Inc.",$27.9M,Information Technology,IT Services,--,1.6
ALK,"Alaska Air Group, Inc.",$4.5B,Industrials,Airlines,--,1.5
ALKM,Alkame Holdings Inc,$3.9M,Consumer Staples,Beverages,--,4.1
ALKN,Alkane Inc.,$266.6K,Materials,Chemicals,--,0.3
ALKS,Alkermes Plc,$3.1B,Health Care,Biotechnology,--,1.5
ALL,Allstate Corp,$29.7B,Financials,Insurance,2.31%,0.8
ALLE,Allegion PLC,$9.5B,Industrials,Building Products,1.15%,1.2
ALLK,Allakos Inc,$4.1B,Health Care,Biotechnology,--,--
ALLM,Alliance Bioenergy Plus Inc,$16.7M,Energy,"Oil, Gas & Consumable Fuels",--,4.3
ALLN,Allin Corporation,$11.1M,Information Technology,IT Services,--,--
ALLO,Allogene Therapeutics Inc,$5.5B,Health Care,Biotechnology,--,--
ALLT,ALLOT LTD,$406.3M,Information Technology,Software,--,0.7
ALLY,Ally Financial Inc,$8.0B,Financials,Consumer Finance,3.54%,1.6
ALLY-A,GMAC Capital Trust I,--,,,6.73%,--
ALMC,Alimco Financial Corp,$25.8M,Financials,Capital Markets,--,0.1
ALME,Alamo Energy Corp,$27.5K,Energy,"Oil, Gas & Consumable Fuels",--,--
ALMFF,ALTIUM LTD SHS,$3.2B,,,--,1
ALMTF,ALMONTY INDUSTRIES INC,$88.3M,Materials,Metals & Mining,--,2
ALNA,Allena Pharmaceuticals Inc,$53.4M,Health Care,Biotechnology,--,--
ALNPF,ANA HLDGS INC SHS,$8.0B,,,2.95%,0.8
ALNY,"Alnylam Pharmaceuticals, Inc.",$17.8B,Health Care,Biotechnology,--,1.8
ALOD,Allied Resources Inc,$1.8M,Energy,"Oil, Gas & Consumable Fuels",--,--
ALOT,AstroNova Inc,$49.4M,Information Technology,"Technology Hardware, Storage & Peripherals",--,0.5
ALP-Q,Alabama Power Co,--,Utilities,Electric Utilities,4.73%,--
ALPC,Alpha Investment Inc,$805.8M,,,--,--
ALPE,alpha-En Corporation,$29.2M,Industrials,Electrical Equipment,--,1.8
ALPN,Alpine Immune Sciences Inc,$187.4M,Health Care,Biotechnology,--,1.4
ALPP,Alpine 4 Technologies Ltd,$6.5M,Information Technology,"Electronic Equipment, Instruments & Components",--,5.2
ALRM,AlarmCom Hldg Inc,$3.5B,Information Technology,Software,--,1.2
ALRN,Aileron Therapeutics Inc,$36.3M,Health Care,Biotechnology,--,--
ALRS,Alerus Financial Corp,$335.5M,Financials,Diversified Financial Services,3.09%,0.7
ALRT,ALR Technologies Inc,$11.3M,Health Care,Health Care Equipment & Supplies,--,6.7
ALSE,"Alseres Pharmaceuticals, Inc.",$183.8M,Health Care,Biotechnology,--,--
ALSI,"Atlas Resources International, Inc.",$28.1K,,,--,--
ALSK,Alaska Communications Systems Group Inc,$125.1M,Communication Services,Diversified Telecommunication Services,--,1
ALSN,Allison Transmission Holdings Inc,$4.4B,Industrials,Machinery,1.79%,1.3
ALSSF,ALSEA SA DE CV MEXICO SHS,$833.1M,,,--,1.9
ALT,Altimmune Inc,$858.5M,Health Care,Biotechnology,--,2.3
ALTA,Altabancorp,$389.3M,Financials,Banks,2.69%,0.9
ALTAF,ALTURA MINING LTD SHS,$176.3M,,,--,1.7
ALTB,Balincan International Inc,$2.1M,,,--,--
ALTG,Alta Equipment Group Inc,$230.5M,,,--,--
ALTM,Altus Midstream Co,$222.2M,Energy,"Oil, Gas & Consumable Fuels",--,--
ALTR,Altair Engineering Inc,$2.8B,Information Technology,Software,--,--
ALTSF,ALTURAS MINERALS CORP,$144.9K,Materials,Metals & Mining,--,2.1
ALTX,"Altex Industries, Inc.",$989.4K,Energy,"Oil, Gas & Consumable Fuels",--,-0.2
ALUS,Alussa Energy Acquisition Corp,$362.3M,,,--,--
ALV,Autoliv Inc.,$6.0B,Consumer Discretionary,Auto Components,--,1.8
ALVOF,ALVOPETRO ENERGY LTD,$58.4M,Energy,"Oil, Gas & Consumable Fuels",--,1.1
ALVR,Allovir Inc,--,,,--,--
ALX,"Alexander's, Inc.",$1.3B,Real Estate,Equity Real Estate Investment Trusts (REITs),7.17%,0.6
ALXN,"Alexion Pharmaceuticals, Inc.",$23.2B,Health Care,Biotechnology,--,1.4
ALXO,ALX Oncology Holdings Inc,$1.1B,,,--,--
ALXXF,AVANTE LOGIXX INC,$12.9M,Consumer Discretionary,Diversified Consumer Services,--,1.2
ALYE,Aly Energy Services Inc,$1.2M,Energy,Energy Equipment & Services,--,2
ALYI,"Alternet Systems, Inc.",$4.2M,Information Technology,IT Services,--,0
AM,Antero Midstream Corp,$2.9B,Energy,"Oil, Gas & Consumable Fuels",20.64%,--
AMAG,"AMAG Pharmaceuticals, Inc.",$345.5M,Health Care,Biotechnology,--,1
AMAL,Amalgamated Bank,$360.9M,Financials,Banks,2.84%,--
AMAR,Amarillo Biosciences Inc,$10.1M,Health Care,Biotechnology,--,-0.1
AMAT,"Applied Materials, Inc.",$58.3B,Information Technology,Semiconductors & Semiconductor Equipment,1.37%,1.4
AMAZ,Amazing Energy Oil and Gas Co,$676.9K,Energy,"Oil, Gas & Consumable Fuels",--,2.5
AMBA,Ambarella Inc,$1.6B,Information Technology,Semiconductors & Semiconductor Equipment,--,1.2
AMBC,"Ambac Financial Group, Inc.",$615.7M,Financials,Insurance,--,1.4
AMBK,American Bank Inc. (PA),$72.0M,Financials,Banks,3.76%,-0.1
AMBO,Ambow Education Holding Ltd (ADR),$69.1M,Consumer Discretionary,Diversified Consumer Services,--,-9.4
AMBS,Amarantus Bioscience Holdings Inc,$3.1M,Health Care,Biotechnology,--,0.4
AMBZ,American Business Bank,$182.0M,Financials,Banks,--,1
AMC,AMC Entertainment Holdings Inc,$422.3M,Communication Services,Entertainment,--,1.7
AMCF,Andatee China Marine Fuel Ser Corp,$43.1K,Energy,"Oil, Gas & Consumable Fuels",--,2.1
AMCI,AMCI Acquisition Corp,$285.3M,,,--,--
AMCR,Amcor PLC,$16.9B,Materials,Containers & Packaging,4.22%,--
AMCT,American Education Center Inc,$9.3M,,,--,--
AMCX,AMC Networks Inc,$1.3B,Communication Services,Media,--,0.9
AMCY,ACS Global Inc,$3.8K,,,--,--
AMD,"Advanced Micro Devices, Inc.",$69.7B,Information Technology,Semiconductors & Semiconductor Equipment,--,2.2
AMDHF,CARDIEX LTD ORD,$3.8M,,,--,2
AMDWF,AMADA CO LTD SHS,$3.4B,,,--,1.5
AME,"AMETEK, Inc.",$21.4B,Industrials,Electrical Equipment,0.77%,1.2
AMED,Amedisys Inc,$7.0B,Health Care,Health Care Providers & Services,--,0.9
AMEH,Apollo Medical Holdings Inc,$879.0M,Health Care,Health Care Providers & Services,--,0.7
AMEN,"AMEN Properties, Inc",$26.5M,Energy,"Oil, Gas & Consumable Fuels",8.00%,0.7
AMFC,AMB Financial Corp.,$11.4M,Financials,Banks,--,0.1
AMFL,American Films Inc,$147.7K,,,--,-4.9
AMFPF,AMPLIFON S.P.A AZ,$5.2B,,,0.68%,0.8
AMG,"Affiliated Managers Group, Inc.",$3.4B,Financials,Capital Markets,0.06%,1.5
AMGN,"Amgen, Inc.",$148.4B,Health Care,Biotechnology,2.49%,0.9
AMGY,"American Metal & Technology, Inc.",$191.6K,Industrials,Machinery,--,-4.2
AMH,American Homes 4 Rent,$8.3B,Real Estate,Equity Real Estate Investment Trusts (REITs),0.71%,0.6
AMH-D,American Homes 4 Rent,--,Real Estate,Equity Real Estate Investment Trusts (REITs),6.33%,--
AMH-E,American Homes 4 Rent,--,Real Estate,Equity Real Estate Investment Trusts (REITs),6.24%,--
AMH-F,American Homes 4 Rent,--,Real Estate,Equity Real Estate Investment Trusts (REITs),5.73%,--
AMH-G,American Homes 4 Rent,--,Real Estate,Equity Real Estate Investment Trusts (REITs),5.73%,--
AMH-H,American Homes 4 Rent,--,Real Estate,Equity Real Estate Investment Trusts (REITs),5.94%,--
AMHC,Amplitude Healthcare Acquisition Corp,$127.3M,,,--,--
AMHD,HLK Biotec Holding Group Inc,$23.1K,,,--,--
AMIH,American International Holdings Corp,$5.7M,,,--,--
AMIN,"American International Industries, Inc.",$222.0K,Industrials,Industrial Conglomerates,--,1.2
AMIQF,ASHANTI SANKOFA INC,$2.2M,Materials,Metals & Mining,--,1.4
AMK,AssetMark Financial Holdings Inc,$2.0B,Financials,Capital Markets,--,--
AMKAF,A P MOELLER MAERSK A S SHS A,$12.7B,,,1.83%,1.3
AMKBF,A P MOELLER MAERSK A S SHS B,$12.3B,,,1.67%,1.3
AMKR,"Amkor Technology, Inc.",$3.0B,Information Technology,Semiconductors & Semiconductor Equipment,--,1.7
AMLLF,AEON MALL COMPANY LTD CHIBA SHS,$3.0B,,,--,1
AMLM,American Lithium Minerals Inc,$3.4M,Materials,Metals & Mining,--,2.7
AMMCF,AMUR MINERALS CORPORATION SHS,$27.6M,,,--,0.2
AMMJ,American Cannabis Company Inc,$6.1M,,,--,0.3
AMN,"AMN Healthcare Services, Inc.",$2.6B,Health Care,Health Care Providers & Services,--,0.5
AMNB,American National BankShares Inc,$255.0M,Financials,Banks,4.65%,1.1
AMNF,Armanino Foods Of Distinction Inc.,$70.4M,Consumer Staples,Food Products,3.11%,0.3
AMNL,Applied Minerals Inc,$1.6M,Materials,Metals & Mining,--,1
AMNP,American Sierra Gold Corp.,$2.3M,Materials,Metals & Mining,--,1.7
AMOO,Zeecol International Inc,$3.6M,,,--,--
AMOT,"Allied Motion Technologies, Inc.",$355.8M,Industrials,Electrical Equipment,0.33%,1.8
AMOV,AMERICA MOVIL SA DE CV,$348.7M,Communication Services,Wireless Telecommunication Services,2.61%,0.7
AMOVF,AMERICA MOVIL SA DE CV MEXICO ORD CL A,$379.0M,,,2.36%,0.8
AMP,"Ameriprise Financial, Inc.",$19.2B,Financials,Capital Markets,2.63%,1.8
AMPE,Ampio Pharmaceuticals Inc,$145.1M,Health Care,Pharmaceuticals,--,1.8
AMPG,Amplitech Group Inc,$4.5M,,,--,1
AMPH,Amphastar Pharmaceuticals Inc,$942.0M,Health Care,Pharmaceuticals,--,1.1
AMPO,Amperico Corp,--,,,--,--
AMPY,Amplify Energy Corp,$59.4M,Energy,"Oil, Gas & Consumable Fuels",21.62%,4.6
AMRA,"American Racing Capital, Inc.",$3.1K,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
AMRB,American River Bankshares,$60.7M,Financials,Banks,2.75%,0.8
AMRC,Ameresco Inc,$1.4B,Industrials,Construction & Engineering,--,0.6
AMRH,Ameri Holdings Inc,$8.3M,Information Technology,IT Services,--,1.5
AMRK,A-Mark Precious Metals Inc,$165.8M,Financials,Diversified Financial Services,--,-0.2
AMRN,Amarin Corporation plc (ADR),$2.5B,Health Care,Biotechnology,--,2.6
AMRR,American Metals Recovery and Recyclg Inc,$4.5M,,,--,--
AMRS,Amyris Inc,$854.3M,Materials,Chemicals,--,0.5
AMRU,Amaru Inc.,$2.4M,Communication Services,Entertainment,--,--
AMRX,Amneal Pharmaceuticals Inc,$1.3B,Health Care,Pharmaceuticals,--,1.5
AMS,American Shared Hospital Services,$11.8M,Health Care,Health Care Providers & Services,--,1.2
AMSC,American Superconductor Corporation,$219.5M,Industrials,Electrical Equipment,--,0.9
AMSF,"Amerisafe, Inc.",$1.2B,Financials,Insurance,1.72%,0.4
AMSU,Amanasu Environment Corporation,$2.2M,,,--,--
AMSWA,"American Software, Inc.",$502.2M,Information Technology,Software,2.80%,0.6
AMT,American Tower Corp,$114.3B,Real Estate,Equity Real Estate Investment Trusts (REITs),1.70%,0.4
AMTA,Amistar Corporation,$.7K,,,--,--
AMTB,Amerant Bancorp Inc,$392.2M,Financials,Banks,--,--
AMTBB,AMERANT BANCORP INC,$122.9M,Financials,Banks,--,--
AMTCQ,Ameritrans Capital Corp,$71.3K,Financials,Capital Markets,--,--
AMTD,TD Ameritrade Holding Corp.,$20.6B,Financials,Capital Markets,3.29%,1.2
AMTI,Applied Molecular Transport Inc.,$733.5M,,,--,--
AMTX,Aemetis Inc,$17.0M,Energy,"Oil, Gas & Consumable Fuels",--,0.6
AMTY,Amerityre Corp,$1.7M,Consumer Discretionary,Auto Components,--,0.3
AMWD,American Woodmark Corporation,$1.3B,Industrials,Building Products,--,2.3
AMX,America Movil SAB de CV (ADR),$30.7B,Communication Services,Wireless Telecommunication Services,2.58%,0.7
AMXEF,AMEX EXPLORATION INC,$182.6M,Materials,Metals & Mining,--,2.4
AMZN,"Amazon.com, Inc.",$1489.3B,Consumer Discretionary,Internet & Direct Marketing Retail,--,1.3
AN,"AutoNation, Inc.",$4.6B,Consumer Discretionary,Specialty Retail,--,1.6
ANAB,AnaptysBio Inc,$557.3M,Health Care,Biotechnology,--,0.9
ANAT,American National Group Inc,$2.0B,Financials,Insurance,4.53%,0.6
ANAV,Alpha Network Alliance Ventures Inc,$6.5M,Communication Services,Interactive Media & Services,--,1.2
ANCSQ,American Consumers Inc,$.2K,Consumer Staples,Food & Staples Retailing,--,--
ANCTF,ALIMENTATION COUCHE-TARD INC,$8.7B,Consumer Staples,Food & Staples Retailing,0.61%,0.8
ANCUF,Alimentation Couche-Tard Inc (USA),$29.5B,Consumer Staples,Food & Staples Retailing,0.61%,0.8
ANDA,Andina Acquisition Corp III,$142.0M,,,--,--
ANDAU,ANDINA ACQ CORP III,$149.8M,,,--,--
ANDE,Andersons Inc,$467.5M,Consumer Staples,Food & Staples Retailing,5.08%,0.7
ANDR,Andrea Electronics Corporation,$2.1M,Information Technology,"Electronic Equipment, Instruments & Components",--,0.6
ANET,Arista Networks Inc,$18.2B,Information Technology,Communications Equipment,--,1.2
ANF,Abercrombie & Fitch Co.,$637.5M,Consumer Discretionary,Specialty Retail,8.02%,1.3
ANFC,Black Ridge Oil & Gas Inc,$11.4M,Energy,"Oil, Gas & Consumable Fuels",--,2
ANFGF,ANTOFAGASTA PLC ORD,$13.1B,,,1.33%,0.9
ANGBF,ANGLO BOMARC MINES LTD,$6.5K,Materials,Metals & Mining,--,--
ANGCF,ANGEL GOLD CORP,$1.5M,Materials,Metals & Mining,--,1.1
ANGGF,ANGANG STEEL CO LTD ORD CL H,$355.1M,,,--,0.4
ANGI,ANGI Homeservices Inc,$7.3B,Communication Services,Interactive Media & Services,--,2.1
ANGO,"AngioDynamics, Inc.",$328.1M,Health Care,Health Care Equipment & Supplies,--,0.6
ANGUF,CANADA ONE MINING CORP,$619.6K,Materials,Metals & Mining,--,3.3
ANH,Anworth Mortgage Asset Corporation,$178.1M,Financials,Mortgage Real Estate Investment Trusts (REITs),10.93%,1.8
ANH-A,Anworth Mortgage Asset Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),9.40%,--
ANH-B,Anworth Mortgage Asset Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),8.97%,--
ANH-C,Anworth Mortgage Asset Corp,--,Financials,Mortgage Real Estate Investment Trusts (REITs),9.17%,--
ANIK,Anika Therapeutics Inc,$517.8M,Health Care,Biotechnology,--,1.1
ANIP,ANI Pharmaceuticals Inc,$346.9M,Health Care,Pharmaceuticals,--,1.4
ANIX,Anixa Biosciences Inc,$67.3M,Health Care,Biotechnology,--,1.6
ANKOF,ANGKOR RESOURCE CORP,$6.7M,Materials,Metals & Mining,--,0.3
ANLBF,ATON RESOURCES INC,$12.5M,Materials,Metals & Mining,--,0.5
ANMP,Anacomp Inc,$2.8M,,,--,--
ANNX,Annexon Inc,--,,,--,--
ANPC,AnPac Bio-Medical Science Co Ltd - ADR,$58.5M,,,--,--
ANPDF,ANTA SPORTS PRODS LTD SHS,$25.3B,,,0.92%,0.8
ANPFF,Anpulo Food Inc,$3.7M,Consumer Staples,Food Products,--,--
ANSLF,ANSELL LIMITED SHS,$3.6B,,,1.71%,0.9
ANSS,"ANSYS, Inc.",$25.6B,Information Technology,Software,--,1.2
ANSU,Amanasu Techno Holdings Corp,$704.3K,,,--,1.6
ANTE,Airnet Technology Inc(ADR),$10.6M,Communication Services,Media,--,0.7
ANTH,Anthera Pharmaceuticals Inc,$602.1K,Health Care,Biotechnology,--,2.2
ANTI,Antigenics Inc,$67.0K,,,--,--
ANTM,Anthem Inc,$68.1B,Health Care,Health Care Providers & Services,1.42%,0.9
ANVI,Anvi Global Holdings Inc,--,,,--,--
ANVS,Annovis Bio Inc,$42.3M,Health Care,Biotechnology,--,--
ANVV,Anvia Holdings Corp,$427.4K,Consumer Discretionary,Diversified Consumer Services,--,--
ANXGF,ANACONDA MINING INC,$51.4M,Materials,Metals & Mining,--,2.2
ANY,Sphere 3D Corp,$16.1M,Information Technology,Software,--,2.3
